category,name,variant,adj-1,adj-2,adj-3,description,image_url,feelings-1-name,feelings-1-percent,feelings-2-name,feelings-2-percent,feelings-3-name,feelings-3-percent,feelings-4-name,feelings-4-percent,feelings-5-name,feelings-5-percent,helps-with-1-name,helps-with-1-percent,helps-with-2-name,helps-with-2-percent,helps-with-3-name,helps-with-3-percent,helps-with-4-name,helps-with-4-percent,helps-with-5-name,helps-with-5-percent,negatives-1-name,negatives-1-percent,negatives-2-name,negatives-2-percent,negatives-3-name,negatives-3-percent,negatives-4-name,negatives-4-percent,negatives-5-name,negatives-5-percent
Sativa,Super Sour Diesel,Creative,Citrus,Peppery,Herbal,"Taking after its popular parents, Super Sour Diesel is one incredible sativa. A potent cross between Super Silver Haze and Sour Diesel, Super Sour Diesel knocks out stress and pain while fostering creativity and euphoria. Super Sour Diesel energizes, making it great for daytime use. New users, however, should use caution when trying this strain. Super Sour Diesel produces strong cerebral effects, which may be overpowering to novice MMJ patients. Familiar users will be surprised at this strain’s introspective spark. Sociable and fun, the effects of this strain are felt upon first taste. Super Sour Diesel’s pungent, fuel-like aroma speaks to the sheer strength of this strain.",null,Euphoric,55%,Happy,53%,Uplifted,50%,Energetic,45%,Creative,44%,Stress,37%,Anxiety,25%,Depression,25%,Pain,21%,Fatigue,14%,Dry mouth,31%,Dry eyes,18%,Paranoid,7%,Dizzy,7%,Anxious,5%
Sativa,Acapulco Gold,Creative,Peppery,Citrus,Herbal,"One of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. This strain comes from the area in and around Acapulco, Mexico, and its orange hairs resemble a gold nugget, with gold, green, and brown colors and plenty of resin on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and it's becoming more difficult to find. ",null,Happy,63%,Uplifted,55%,Euphoric,48%,Creative,43%,Energetic,41%,Stress,35%,Depression,29%,Anxiety,27%,Pain,21%,Fatigue,17%,Dry mouth,25%,Dry eyes,16%,Paranoid,6%,Anxious,5%,Dizzy,4%
Sativa,Lamb's Bread,Creative,Herbal,Peppery,Citrus,"Also called ""Lamb's Breath,"" Lamb's Bread is a bright green and sticky sativa strain. The effects have been known to give mass amounts of energy and positive introspection. Stress subsides quickly from the Lamb's Bread buzz, which can help ease depression. The origins of this plant comes from Jamaica and it has been reported that even Bob Marley himself has encountered this wonderful slice of cannabis genealogy.",null,Happy,63%,Uplifted,60%,Euphoric,55%,Energetic,51%,Creative,48%,Stress,43%,Anxiety,37%,Depression,36%,Fatigue,17%,Pain,17%,Dry mouth,28%,Dry eyes,16%,Anxious,3%,Paranoid,3%,Dizzy,2%
Sativa,Grapefruit,Energetic,Herbal,Peppery,Pine,"This potent sativa was developed by crossing Cinderella 99 with a fast-flowering sativa selected for its rich grapefruit flavor. The tropical, citrus smell of Grapefruit mixes with energetic effects to give you a happy stress-reliever that also works well for battling migraines.",null,Happy,67%,Uplifted,59%,Energetic,52%,Euphoric,44%,Focused,36%,Stress,35%,Depression,30%,Anxiety,25%,Pain,21%,Fatigue,16%,Dry mouth,28%,Dry eyes,16%,Dizzy,6%,Paranoid,6%,Anxious,5%
Sativa,Fruit Punch,Energetic,Herbal,Citrus,Peppery,"Fruit Punch is a mostly sativa strain from Heavyweight Seeds, who bred this flavor powerhouse from Skunk, Haze, and Northern Lights genetics. Named for its swift hit of sweet fruity and tropical flavors, this sativa has something to offer in both taste and effect. Fruit Punch charges the mind with creative and social energy, so keep this strain in your stash jar for active days spent with friends or personal hobbies. ",null,Happy,65%,Uplifted,57%,Euphoric,53%,Energetic,52%,Creative,42%,Depression,34%,Stress,32%,Anxiety,26%,Fatigue,19%,ADD/ADHD,17%,Dry mouth,24%,Dry eyes,14%,Paranoid,6%,Anxious,4%,Dizzy,2%
Sativa,Lemon Meringue,Creative,Fruity,Peppery,Hoppy,"Lemon Meringue by Exotic Genetix is a sweet, zestful cross of Lemon Skunk and Cookies and Cream. This pungent combo emits a variety of aromas including citrus, diesel, and nuttiness, but at the center of this bouquet is a tart slice of lemon meringue pie. Lemon Meringue offers uplifting mental effects and invigorating energy that encourages physical activity. This strain’s subtle motivational qualities and pleasant euphoria make it a go-to for folks combating fatigue, depression, and minor headaches.    ",null,Happy,65%,Uplifted,61%,Creative,49%,Energetic,49%,Focused,39%,Stress,30%,Depression,28%,Anxiety,21%,Fatigue,18%,Headaches,11%,Dry eyes,10%,Dry mouth,10%,Anxious,3%,Headache,3%,Dizzy,3%
Sativa,Sunshine,Uplifted,Herbal,Citrus,Peppery,"Sunshine is a sativa-dominant cannabis strain. With a name like Sunshine, you could probably guess that this sativa promises blissful, happy, uplifted effects even on rainy, dark days. The sweet fruity and citrus flavors run with Sunshine’s tropical theme, taking you to a warm place where pain, nausea, and appetite loss don’t exist.  ",null,Happy,78%,Uplifted,73%,Energetic,50%,Creative,49%,Euphoric,47%,Depression,31%,Stress,26%,Anxiety,22%,Pain,12%,Fatigue,10%,Dry mouth,15%,Dry eyes,12%,Anxious,8%,Dizzy,7%,Headache,1%
Sativa,Jack the Ripper,Energetic,Fruity,Pine,Herbal,"Jack the Ripper, or JTR, is the flagship hybrid from Subcool's The Dank, and it was created to make his famous Jack’s Cleaner in seed form. Described by many as the fastest lemon Haze available to date, it was created by crossing a Jack’s Cleaner clone with a vigorous Space Queen male known as Space Dude. Featuring incredibly resinous, triangle-shaped buds and an intense spicy, lemon-pine aroma, Jack the Ripper is a relatively short strain. Effect may be intense and visually stimulating.",null,Happy,54%,Uplifted,51%,Energetic,47%,Euphoric,47%,Creative,40%,Stress,39%,Anxiety,36%,Depression,29%,Pain,23%,Fatigue,15%,Dry mouth,30%,Dry eyes,16%,Paranoid,11%,Dizzy,7%,Anxious,7%
Sativa,ECSD,Energetic,Peppery,Herbal,Citrus,East Coast Sour Diesel is a fast-acting attitude-lifter that patients love. This strain has a sour lemon smell and taste that’s crisp and uplifting. East Coast Sour Diesel is powerful so new patients should be cautious. Those looking to alleviate anxiety or get some sleep may want to skip this high-energy medicine.,null,Happy,60%,Energetic,56%,Euphoric,54%,Uplifted,48%,Creative,36%,Stress,36%,Depression,32%,Pain,23%,Anxiety,23%,Fatigue,18%,Dry mouth,31%,Dry eyes,16%,Dizzy,8%,Paranoid,5%,Headache,5%
Sativa,Charlotte's Web,Focused,Herbal,Pine,Peppery,"Charlotte's Web is a hemp cultivar that was specifically bred by the Stanley Brothers of Colorado for its high CBD and low THC content. These unique and proprietary genetics are used by Charlotte's Web (the company) to create extracts for a variety of health and wellness products. Contrary to popular belief, Charlotte’s Web products are hemp-derived and are non-intoxicating. Charlotte’s Web gained popularity after being featured on CNN’s Weed 2 for the effects it had on Charlotte Figi, a young girl with a rare seizure disorder. New consumers should consult their doctor with any medical concerns. ",null,Relaxed,55%,Uplifted,43%,Happy,42%,Focused,36%,Creative,18%,Pain,40%,Stress,36%,Anxiety,35%,Depression,28%,Inflammation,20%,Dry mouth,13%,Dry eyes,10%,Dizzy,10%,Headache,3%,Anxious,2%
Sativa,Lemon G,Uplifted,Herbal,Peppery,Citrus,"Lemon G is the pride of Ohio, representing the Midwest among all the Dutch and West Coast strains out there. Potent and invigorating, this strain descends from Original G13. Relaxing effects tend to show up first after consuming Lemon G. Over time, however, the upbeat, euphoric, and giggly effects begin to emerge. Lemon G is a sociable strain and, as the name suggests, has a strong lemon fragrance. Taste-wise, this strain is fairly mellow and does not necessarily exhibit the strong citrus properties found in its scent.",null,Uplifted,51%,Euphoric,48%,Happy,48%,Relaxed,42%,Creative,30%,Stress,36%,Pain,31%,Depression,26%,Anxiety,25%,Nausea,14%,Dry mouth,27%,Dry eyes,15%,Dizzy,3%,Paranoid,3%,Anxious,2%
Sativa,Moonshine Haze,Uplifted,Fruity,Peppery,Pine,Moonshine Haze by Rare Dankness Seeds is a mostly sativa strain bred by combining Nevil's Wreck and Amnesia Haze.,null,Uplifted,62%,Happy,51%,Euphoric,49%,Energetic,46%,Creative,43%,Depression,39%,Stress,32%,Anxiety,26%,Pain,20%,Fatigue,19%,Dry mouth,26%,Dry eyes,8%,Anxious,4%,Headache,4%,Dizzy,2%
Sativa,Chocolate Thai,Focused,Herbal,Peppery,Pine,"A legendary landrace strain from Thailand, Chocolate Thai first made an appearance in the U.S. sometime in the 1960s as “Thai sticks,” spindly flowers tied to a bamboo stick that were renowned for their potent high. Old school heads remember these buds as slender and airy, medium-to-dark brown in color, and possessing a unique chocolate-coffee aroma. Due to the fact that it was a long-flowering, low-yielding sativa strain that always produced male flowers and seeds and was incredibly difficult to clone and grow, it is most likely that Chocolate Thai no longer exists in its original form. There are several seed lines sold under the name, but these have either been crossbred to provide some stabilizing traits or are of unknown provenance.     ",null,Happy,58%,Uplifted,50%,Relaxed,48%,Creative,43%,Euphoric,43%,Stress,38%,Depression,25%,Anxiety,23%,Pain,17%,Fatigue,13%,Dry mouth,24%,Dry eyes,16%,Paranoid,3%,Anxious,1%,Dizzy,1%
Sativa,Cinex,Focused,Citrus,Peppery,Pine,"Cinex, a hybrid of parents Cinderella 99 and Vortex, has a mixture of flavors ranging from sweet citrus to earthy skunk. The effects are clear-headed and uplifting, perfect for building a positive mindset and stimulating creative energy. Consumers enjoy Cinex for its ability to improve mood.",null,Energetic,54%,Happy,53%,Uplifted,51%,Focused,47%,Creative,45%,Stress,31%,Depression,31%,Anxiety,24%,Pain,23%,Fatigue,16%,Dry mouth,20%,Dry eyes,12%,Anxious,6%,Paranoid,5%,Dizzy,5%
Sativa,Super Jack,Energetic,Fruity,Peppery,Pine,"A super sativa, Super Jack mixes Super Silver Haze with the illustrious Jack Herer to create a sweet, spiced blend with a rich buttery aroma. The potent effects spark creativity and provides an uplifting boost of energy. Super Jack is a great daytime strain that will calm any anxieties and propel you through your day.",null,Energetic,65%,Uplifted,57%,Happy,52%,Focused,50%,Creative,41%,Stress,32%,Depression,28%,Anxiety,27%,Fatigue,22%,Pain,20%,Dry mouth,22%,Dry eyes,17%,Dizzy,6%,Anxious,5%,Paranoid,2%
Sativa,Candy Jack,Energetic,Fruity,Peppery,Pine,"Candy Jack is a mostly sativa strain that provides a swift boost to your mood alongside a sweet, citrus aroma. The fragrant smell is inherited from its Skunk #1 parent, while creative and focused effects stem from the Jack Herer side of the family. While its complex terpene profile may impress even the most hardened connoisseur, patients typically appreciate Candy Jack’s ability to counter stress, depression, and appetite loss. With a few Cannabis Cup wins already under its belt, Candy Jack’s potency, flavor, and effects have won this sativa a sterling reputation in the cannabis world. ",null,Happy,68%,Uplifted,58%,Euphoric,51%,Energetic,50%,Creative,47%,Stress,39%,Depression,35%,Anxiety,30%,Fatigue,21%,Pain,19%,Dry mouth,30%,Dry eyes,19%,Paranoid,9%,Headache,6%,Anxious,6%
Sativa,Sage and Sour,Uplifted,Herbal,Pine,Peppery,"Sage N Sour by T.H. Seeds is a 75% sativa strain that unites the sharply pungent Sour Diesel with their SAGE hybrid. With an aroma that closely matches the subtle herbal notes of sage, Sage N Sour delivers a perfect balance of euphoria, energy, and happiness to its consumer. Growers will appreciate the generous yields this sativa has to offer following its 60 to 65 day flowering cycle.",null,Uplifted,66%,Euphoric,63%,Happy,55%,Energetic,49%,Focused,38%,Stress,47%,Anxiety,36%,Depression,30%,Pain,26%,Fatigue,20%,Dry mouth,26%,Dry eyes,16%,Paranoid,7%,Dizzy,6%,Headache,4%
Sativa,Memory Loss,Talkative,Fruity,Herbal,Peppery,"Memory Loss is a fast-finishing 70% sativa hybrid from Archive Seed Bank that smells very much like a Dutch Haze, with a strong, peppery incense odor and undertones of bubblegum and fruit. This cross of Amnesia Haze and a Face Off OG male produces large, easy to grow plants and heavy yields. Memory Loss is named for its mind-warping high that can leave users in a disoriented and forgetful mental state.",null,Happy,57%,Uplifted,52%,Euphoric,48%,Creative,40%,Relaxed,40%,Stress,36%,Pain,28%,Depression,26%,Anxiety,22%,Fatigue,18%,Dry mouth,24%,Dry eyes,10%,Anxious,8%,Headache,4%,Dizzy,2%
Sativa,Quantum Kush,Talkative,Citrus,Peppery,Herbal,"If you are looking for a strain with a heavy THC content, Quantum Kush may just be the bud for you. Homegrown Natural Wonders originally produced this mix of Sweet Irish Kush and Timewreck, a combination that passes on a complex aroma that is both earthy and sweet. While the effects are strong, Quantum Kush provides relaxing effects, and it's popularly chosen by patients fighting appetite loss, nausea, or depression.",null,Happy,63%,Uplifted,60%,Euphoric,60%,Relaxed,57%,Energetic,43%,Depression,32%,Stress,32%,Anxiety,27%,Pain,17%,Fatigue,15%,Dry mouth,21%,Dry eyes,12%,Dizzy,9%,Anxious,2%,Headache,2%
Sativa,Nepalese,Happy,Herbal,Peppery,Citrus,"Nepalese refers to any strain that grows natively in the Nepal region. These indigenous vareities (also called landraces) tend to be sativa in growth structure, however the buds and effects more closely resemble indica varieties. Native Nepalese strains tend to be resinous and hashy in aroma, with buds growing dense toward the top of these sparsely branched plants.",null,Happy,70%,Relaxed,59%,Euphoric,56%,Uplifted,51%,Creative,35%,Stress,32%,Depression,29%,Nausea,29%,Pain,29%,Insomnia,27%,Dry eyes,21%,Dry mouth,21%,Dizzy,10%,Anxious,2%,Headache,2%
Sativa,Allen Wrench,Focused,Herbal,Peppery,Pine,"A popular strain for sativa-lovers, Allen Wrench presents the best qualities of its parents, Trainwreck and NYC Diesel with crisp flavors of sour fruit. Its aroma has been characterized as sour and flowery, leaving a lingering scent of fruit. Allen Wrench is known to provide users with a long-lasting cerebral high and fill an entire room with its strong essence. The buds have a dark-green color and dark foliage with orange pistils growing out. Allen Wrench also has a 10-11 week flowering time and medium to medium-high THC content.",null,Happy,61%,Energetic,53%,Uplifted,52%,Creative,52%,Focused,49%,Stress,32%,Depression,29%,Anxiety,20%,Pain,17%,Fatigue,16%,Dry mouth,29%,Dry eyes,10%,Anxious,5%,Paranoid,5%,Dizzy,5%
Sativa,Cracker Jack,Energetic,Fruity,Peppery,Minty,This cannabis sativa strain combines Jack Herer with Green Crack to produce a potent buzz.  ,null,Energetic,67%,Happy,59%,Creative,54%,Euphoric,53%,Uplifted,51%,Stress,43%,Anxiety,37%,Depression,24%,Fatigue,21%,Pain,16%,Dry mouth,18%,Dry eyes,12%,Paranoid,7%,Dizzy,6%,Anxious,1%
Sativa,Strawberry Ice,Focused,Herbal,Peppery,Hoppy,"Strawberry Ice is a heady, energetic strain that was named Best Sativa at the 2015 Oregon DOPE Cup. With big colorful flowers that emit an aroma of fresh strawberries, Strawberry Ice is a great choice for staying active and motivated throughout your day. The fruit flavors and subtle mint undertones lead the charge towards the creative, euphoric bliss of Strawberry Ice.",null,Happy,73%,Focused,68%,Euphoric,57%,Uplifted,55%,Creative,48%,Stress,42%,Depression,37%,Anxiety,24%,Fatigue,22%,Headaches,20%,Dry mouth,28%,Dizzy,8%,Dry eyes,8%,Paranoid,6%,Anxious,4%
Sativa,Mickey Kush,Uplifted,Peppery,Fruity,Citrus,"Mickey Kush is a 75% sativa cross between Sweet Irish Kush and Jack The Ripper. These potent buds offer an earthy, kush flavor with lemon undertones, and deliver energetic, focused effects. Mickey Kush is renowned for its high THC and CBG cannabinoid content, making it a prime choice for tumor treatment, alleviating nausea, pain, and depression. These indoor or outdoor plants reach a medium height with a moderate to heavy yield, flowering between 7 and 8 weeks.",null,Uplifted,61%,Happy,59%,Relaxed,40%,Euphoric,38%,Creative,37%,Depression,33%,Stress,32%,Anxiety,24%,Pain,22%,PTSD,19%,Dry mouth,19%,Dry eyes,9%,Anxious,3%,Paranoid,3%,Dizzy,1%
Sativa,Green Candy,Energetic,Herbal,Minty,Peppery,Green Candy is a hybrid marijuana strain that's a cross between Candy Kush and Green Crack. It provides a cerebral sensation and relaxing body effects.,null,Happy,64%,Energetic,50%,Euphoric,49%,Uplifted,49%,Relaxed,45%,Stress,41%,Anxiety,32%,Depression,27%,Pain,26%,Fatigue,15%,Dry mouth,30%,Dry eyes,11%,Dizzy,6%,Paranoid,3%,Headache,1%
Sativa,Bay Dream,Hungry,Herbal,Pine,Peppery,"Granddaddy Purp’s Bay Dream is a dreamy sativa cross between the esteemed Blue Dream and Bay 11. Blue Dream passes on a subtle pine aroma coupled with sweet lemon. Patients needing an appetite boost tend to find relief in Bay Dream, and its cerebrally-focused euphoria provides a steady buzz that begins to feel intoxicating with increased doses. The effects are fast-paced and active, so Bay Dream may not be the best choice for anxiety-prone consumers. Bay Dream’s heavy yields make this sativa a favorite among growers, who wait 9 to 10 weeks for it to flower indoors. Outdoor plants sown at the beginning of June will finish flowering near the end of October with heights that stretch as tall as 10 feet.",null,Happy,57%,Euphoric,53%,Relaxed,50%,Uplifted,43%,Energetic,36%,Depression,26%,Stress,24%,Anxiety,21%,Pain,15%,Fatigue,13%,Dry mouth,24%,Dry eyes,14%,Dizzy,7%,Anxious,5%,Paranoid,5%
Sativa,Kaboom,Energetic,Fruity,Peppery,Herbal,Kaboom is a cross that combines Jack's Cleaner genetics with Vortex. This sativa-dominant strain gives you an energetic head buzz that provides a spark of creativity and lifts the mood. Medical patients enjoy Kaboom's ability to relieve pain while maintaining daily functions.,null,Uplifted,73%,Energetic,69%,Happy,65%,Euphoric,58%,Creative,54%,Stress,43%,Pain,32%,Depression,23%,Anxiety,23%,Migraines,21%,Dry mouth,26%,Dry eyes,15%,Paranoid,8%,Anxious,4%,Dizzy,4%
Sativa,Firewalker OG,Aroused,Herbal,Citrus,Peppery,"Firewalker OG is a sativa-dominant cross between Skywalker and Fire OG that is spicy with hints of flowers and hash. This strain is ideal for daytime use as you will feel full of energy and ready to take on the day. It also has many medicinal qualities, making it potentially beneficial for patients who are suffering from depression, muscle spasms, mood disorders, and anorexia.",null,Relaxed,71%,Happy,57%,Uplifted,57%,Euphoric,46%,Energetic,42%,Stress,53%,Pain,46%,Depression,39%,Anxiety,32%,Headaches,17%,Dry eyes,35%,Dry mouth,17%,Headache,17%,Anxious,7%,Dizzy,3%
